degree,n_delays,delay_samples,smooth_window_samples,configuration_35hz,configuration_80hz,completed_trials_35hz,completed_trials_80hz,completed_trials_difference_80_minus_35,all_9_completed_35hz,all_9_completed_80hz,coefficient_cosine_similarity,coefficient_relative_l2_change_from_35hz
3,6,5,0,97,205,2,8,6,False,False,0.8659649590315489,0.5206985558445796
3,6,5,5,98,206,1,5,4,False,False,0.8851496587880482,0.47402464632889707
3,6,5,9,99,207,1,3,2,False,False,0.9965859284883416,0.11118192783613813
3,8,1,0,100,208,0,1,1,False,False,0.9218887579216071,0.8391433492412687
3,8,1,5,101,209,0,0,0,False,False,0.9777093246305315,0.7021927771495667
3,8,1,9,102,210,0,0,0,False,False,0.9183918633074584,0.8130959356640379
3,8,2,0,103,211,0,3,3,False,False,0.571509772456289,0.8499946448755288
3,8,2,5,104,212,2,7,5,False,False,0.6745476844324476,0.7954929716725084
3,8,2,9,105,213,0,2,2,False,False,0.439680745688861,0.9030919927623517
3,8,5,0,106,214,4,5,1,False,False,0.8323895424136319,0.5902536468536675
3,8,5,5,107,215,4,1,-3,False,False,0.857131266288351,0.5300509397845062
3,8,5,9,108,216,2,5,3,False,False,0.9939340758119309,0.1323236880280622
